id,idno,type
1925,GIN_2012_DHS_v01_M,survey
1927,ZAF_2013_QLFS-Q3_v02_M,survey
1928,AGO_2011_MIS_v01_M,survey
1929,BGD_2013_ES_v01_M,survey
1930,GEO_2013_ES_v01_M,survey
1931,LBR_2011_MIS_v01_M,survey
1932,MWI_2012_MIS_v01_M,survey
1933,ALB_2008_LSMS_v01_M,survey
1952,NGA_2012_GHSP-W2_v02_M,survey
1953,BEN_2011_DHS_v01_M,survey
1963,KGZ_2013_ES_v01_M,survey
1964,AFG_2013_ES_v01_M,survey
1965,UGA_2013_ES_v01_M,survey
1966,NGA_2010_MIS_v01_M,survey
1967,SEN_2008_MIS_v01_M,survey
1968,MDG_2011_MIS_v01_M,survey
1969,TCD_2010_MICS_v01_M,survey
1970,ALB_2012_LSMS_v01_M_v01_A_PUF,survey
1971,SEN_2012_DHS_v01_M,survey
1972,EGY_2011_MAFM-B_v01_M,survey
1973,TUR_2010_VTPUIE_v01_M,survey
1974,KEN_2013_ES_v01_M,survey
1975,KEN_2013_MS_v01_M,survey
1976,TON_2007_RSEIE_v01_M,survey
1977,KAZ_2013_ES_v01_M,survey
1978,AZE_2013_ES_v01_M,survey
1979,TZA_2013_ES_v01_M,survey
1980,VUT_2007_RSEIE_v01_M,survey
1981,ZMB_2013_ES_v01_M,survey
1982,MDA_2013_ES_v01_M,survey
1983,SRB_2013_ES_v01_M,survey
1984,BGR_2013_ES_v02_M,survey
1985,KEN_2013-2017_GABIE_v01_M,survey
1986,UKR_2013_ES_v01_M,survey
1987,BIH_2013_ES_v01_M,survey
1988,SVN_2013_ES_v01_M,survey
1989,IRQ_2011_MICS_v01_M,survey
1990,TUN_2011_MICS_v01_M,survey
1991,MKD_2013_ES_v01_M,survey
1992,MNE_2013_ES_v01_M,survey
1993,DJI_2013_ES_v01_M,survey
1994,LBN_2011_MICS-P_v01_M,survey
1995,HRV_2013_ES_v01_M,survey
1996,ZMB_2007_ES-P_v02_M,survey
1997,MNG_2010_MICS_v01_M,survey
1998,RWA_2013_MIS_v01_M,survey
1999,COM_2012_DHS_v01_M,survey
2000,CAF_2010_MICS_v01_M,survey
2002,TGO_2010_MICS_v01_M,survey
2005,ROU_2013_ES_v01_M,survey
2006,ALB_2013_ES_v01_M,survey
2007,ARM_2013_ES_v01_M,survey
2008,KSV_2013_ES_v01_M,survey
2009,MNG_2013_ES_v01_M,survey
2010,ARM_2013_STEP-HH_v02_M,survey
2011,BOL_2012_STEP-HH_v02_M,survey
2012,COL_2012_STEP-HH_v02_M,survey
2013,GEO_2013_STEP-HH_v02_M,survey
2014,NGA_2013_DHS_v01_M,survey
2015,GHA_2013_STEP-HH_v02_M,survey
2016,LAO_2012_STEP-HH_v02_M,survey
2017,LKA_2012_STEP-HH_v02_M,survey
2018,VNM_2012_STEP-HH_v02_M,survey
2019,CHN_2012_STEP-HH_v02_M,survey
2020,KEN_2013_ES-INNOV_v01_M,survey
2021,HND_2012_L2L_v01_M,survey
2022,PER_2011_L2L_v01_M,survey
2023,TZA_2013_ES-INNOV_v01_M,survey
2024,UGA_2013_ES-INNOV_v01_M,survey
2025,ZMB_2013_ES-INNOV_v01_M,survey
2026,COD_2013_ES_v01_M,survey
2027,COD_2013_MS_v01_M,survey
2028,MEX_2005_CAFR_v01_M,survey
2029,MMR_2014_ES_v01_M,survey
2030,MMR_2014_InS_v01_M,survey
2031,MMR_2014_MS_v01_M,survey
2032,COD_2010_ES-P_v01_M,survey
2033,IND_2009_WSPIE_v01_M_v01_A_PUF,survey
2034,LTU_2013_ES_v01_M,survey
2035,LVA_2013_ES_v01_M,survey
2036,TJK_2013_ES_v01_M,survey
2037,SEN_2012_SPA_v01_M,survey
2038,ETH_2009_RCBPIE-BL_v01_M_v01_A_PUF,survey
2039,TUR_2014_WBCS_v01_M,survey
2040,BLZ_2011_MICS_v01_M,survey
2041,ETH_2010_FIFIE-BL_v01_M,survey
2042,ETH_2012_FIFIE-ML_v02_M,survey
2043,WLD_2002_YLSCP-R1_v01_M,survey
2044,GHA_2010_MICS-ACC_v01_M,survey
2045,MLI_2012_DHS_v01_M,survey
2046,GHA_2011_MICS_v01_M,survey
2047,CMR_2012_RBFIE-FBL_v01_M,survey
2048,CMR_2012_RBFIE-HBL_v01_M,survey
2049,MEX_2011_LFEPIE_v01_M,survey
2050,NER_2011_ECVMA_v01_M,survey
2051,IND_2010_YLSSS-R1_v01_M,survey
2052,PER_2011_YLSSS-R1_v01_M,survey
2053,ETH_2011_ERSS_v02_M,survey
2054,WLD_2006_YLSCP-R2_v01_M,survey
2055,WLD_2009_YLSCP-R3_v01_M,survey
2056,SVK_2013_ES_v01_M,survey
2057,POL_2013_ES_v01_M,survey
2058,ISR_2013_ES_v02_M,survey
2059,UGA_2011_UNPS_v01_M,survey
2060,PHL_2013_DHS_v01_M,survey
2061,WLD_2002-2009_YLSCP_v01_M,survey
2062,BLR_2012_MICS_v01_M,survey
2063,EGY_2011_MMIE_v01_M_v01_A_PUF,survey
2064,MEX_2013_LCPSMIE-BL_v01_M,survey
2065,JOR_2013_ES_v02_M,survey
2066,UZB_2013_ES_v01_M,survey
2067,ZAF_2011_PHC_v01_M,survey
2068,ZAF_2013_GHS_v01_M,survey
2069,ZAF_2014_QLFS-Q2_v01_M,survey
2070,ZAF_2014_QLFS-Q1_v01_M,survey
2071,ZAF_2013_NHTS_v01_M,survey
2072,AUT_1971_PHC_v01_M_v02_A_IPUMS,survey
2074,AUT_1981_PHC_v01_M_v02_A_IPUMS,survey
2075,AUT_1991_PHC_v01_M_v02_A_IPUMS,survey
2076,AUT_2001_PHC_v01_M_v02_A_IPUMS,survey
2078,BRA_2010_PHC_v01_M_v02_A_IPUMS,survey
2079,CAN_1981_PHC_v01_M_v03_A_IPUMS,survey
2080,CAN_1971_PHC_v01_M_v02_A_IPUMS,survey
2081,CAN_1991_PHC_v01_M_v03_A_IPUMS,survey
2082,CAN_2001_PHC_v01_M_v03_A_IPUMS,survey
2083,HUN_2001_PHC_v01_M_v02_A_IPUMS,survey
2084,IRL_1971_PHC_v01_M_v02_A_IPUMS,survey
2085,IRL_1979_PHC_v01_M_v02_A_IPUMS,survey
2086,IRL_1981_PHC_v01_M_v02_A_IPUMS,survey
2087,IRL_1986_PHC_v01_M_v02_A_IPUMS,survey
2088,IRL_1991_PHC_v01_M_v02_A_IPUMS,survey
2089,IRL_1996_PHC_v01_M_v02_A_IPUMS,survey
2090,IRL_2002_PHC_v01_M_v02_A_IPUMS,survey
2091,IRL_2006_PHC_v01_M_v02_A_IPUMS,survey
2092,IRL_2011_PHC_v01_M_v02_A_IPUMS,survey
2093,ISR_1972_PHC_v01_M_v02_A_IPUMS,survey
2094,ISR_1983_PHC_v01_M_v02_A_IPUMS,survey
2095,ISR_1995_PHC_v01_M_v02_A_IPUMS,survey
2096,ITA_2001_PHC_v01_M_v02_A_IPUMS,survey
2097,LBR_1974_PHC_v01_M_v02_A_IPUMS,survey
2098,LBR_2008_PHC_v01_M_v02_A_IPUMS,survey
2099,MLI_2009_PHC_v01_M_v02_A_IPUMS,survey
2100,NLD_1960_PHC_v01_M_v02_A_IPUMS,survey
2101,NLD_1971_PHC_v01_M_v02_A_IPUMS,survey
2102,NLD_2001_PHC_v01_M_v02_A_IPUMS,survey
2103,PRI_1970_PHC_v01_M_v02_A_IPUMS,survey
2104,PRI_1980_PHC_v01_M_v02_A_IPUMS,survey
2105,PRI_1990_PHC_v01_M_v02_A_IPUMS,survey
2106,PRI_2000_PHC_v01_M_v02_A_IPUMS,survey
2107,PRI_2005_PHC_v01_M_v02_A_IPUMS,survey
2108,PRT_1981_PHC_v01_M_v02_A_IPUMS,survey
2109,PRT_1991_PHC_v01_M_v02_A_IPUMS,survey
2110,PRT_2001_PHC_v01_M_v02_A_IPUMS,survey
2111,UKR_2001_PHC_v01_M_v02_A_IPUMS,survey
2112,URY_2006_PHC_v01_M_v03_A_IPUMS,survey
2113,URY_2011_PHC_v01_M_v02_A_IPUMS,survey
2114,USA_1960_PHC_v01_M_v02_A_IPUMS,survey
2115,USA_1970_PHC_v01_M_v02_A_IPUMS,survey
2116,USA_1980_PHC_v01_M_v02_A_IPUMS,survey
2117,USA_1990_PHC_v01_M_v02_A_IPUMS,survey
2118,USA_2000_PHC_v01_M_v02_A_IPUMS,survey
2119,USA_2005_CS_v01_M_v02_A_IPUMS,survey
2120,USA_2010_CS_v01_M_v02_A_IPUMS,survey
2121,THA_1970_PHC_v01_M_v03_A_IPUMS,survey
2122,ZMB_1990_PHC_v01_M_v02_A_IPUMS,survey
2123,ZMB_2000_PHC_v01_M_v02_A_IPUMS,survey
2124,ZMB_2010_PHC_v01_M_v02_A_IPUMS,survey
2125,CHE_1970_PHC_v01_M_v02_A_IPUMS,survey
2126,CHE_1980_PHC_v01_M_v02_A_IPUMS,survey
2127,CHE_1990_PHC_v01_M_v02_A_IPUMS,survey
2128,CHE_2000_PHC_v01_M_v02_A_IPUMS,survey
2129,DEU_1970_PHC_v01_M_v02_A_IPUMS,survey
2130,DEU_1971_PHC_v01_M_v02_A_IPUMS,survey
2131,DEU_1981_PHC_v01_M_v02_A_IPUMS,survey
2132,DEU_1987_PHC_v01_M_v02_A_IPUMS,survey
2133,DOM_1960_PHC_v01_M_v02_A_IPUMS,survey
2134,DOM_1970_PHC_v01_M_v02_A_IPUMS,survey
2135,DOM_1981_PHC_v01_M_v02_A_IPUMS,survey
2136,DOM_2002_PHC_v01_M_v02_A_IPUMS,survey
2137,DOM_2010_PHC_v01_M_v02_A_IPUMS,survey
2138,ESP_1981_PHC_v01_M_v02_A_IPUMS,survey
2139,ESP_1991_PHC_v01_M_v02_A_IPUMS,survey
2140,ESP_2001_PHC_v01_M_v02_A_IPUMS,survey
2141,JAM_2001_PHC_v01_M_v03_A_IPUMS,survey
2142,FRA_1962_PHC_v01_M_v02_A_IPUMS,survey
2143,FRA_1968_PHC_v01_M_v02_A_IPUMS,survey
2144,FRA_1975_PHC_v01_M_v02_A_IPUMS,survey
2145,FRA_1982_PHC_v01_M_v02_A_IPUMS,survey
2146,FRA_1990_PHC_v01_M_v02_A_IPUMS,survey
2147,FRA_1999_PHC_v01_M_v02_A_IPUMS,survey
2148,FRA_2006_PHC_v01_M_v02_A_IPUMS,survey
2149,GBR_1991_PHC_v01_M_v02_A_IPUMS,survey
2150,GBR_2001_PHC_v01_M_v02_A_IPUMS,survey
2151,GHA_2010_PHC_v01_M_v02_A_IPUMS,survey
2152,GRC_1971_PHC_v01_M_v02_A_IPUMS,survey
2153,GRC_1981_PHC_v01_M_v02_A_IPUMS,survey
2154,GRC_1991_PHC_v01_M_v02_A_IPUMS,survey
2155,GRC_2001_PHC_v01_M_v02_A_IPUMS,survey
2156,HUN_1970_PHC_v01_M_v02_A_IPUMS,survey
2157,HUN_1980_PHC_v01_M_v02_A_IPUMS,survey
2158,HUN_1990_PHC_v01_M_v02_A_IPUMS,survey
2159,NGA_2006_GHS_v01_M_v02_A_IPUMS,survey
2160,NGA_2007_GHS_v01_M_v02_A_IPUMS,survey
2161,NGA_2008_GHS_v01_M_v02_A_IPUMS,survey
2162,NGA_2009_GHS_v01_M_v02_A_IPUMS,survey
2163,NGA_2010_GHSP-W1_v01_M_v02_A_IPUMS,survey
2164,ZAF_1997-2013_SNAPS_v01_M,survey
2165,LBR_2013_DHS_v01_M,survey
2166,UGA_2010_UNPS_v02_M,survey
2167,SLE_2013_DHS_v01_M,survey
2168,MOZ_2012_MSDIE_v01_M_v01_A_PUF,survey
2169,ZAF_2012_NIDS-W3_v04_M,survey
2173,COD_2013_DHS_v01_M,survey
2174,CAF_2012_RBFIE-HBL_v01_M,survey
2175,CAF_2012_RBFIE-FBL_v01_M,survey
2176,BEN_2010_HRBF_v01_M_v01_A_PUF,survey
2177,MDG_2013_ES_v01_M,survey
2178,LBN_2013_ES_v02_M,survey
2179,HUN_2013_ES_v01_M,survey
2180,EST_2013_ES_v01_M,survey
2181,GHA_2013_ES_v01_M,survey
2182,TUR_2013_ES_v01_M,survey
2183,JOR_2011-2013_SMPAIE_v01_M,survey
2184,RUS_2014_WBCS_v01_M,survey
2185,MDG_2004_ADEIE-R1_v01_M,survey
2186,GAB_2014_WBCS_v01_M,survey
2187,VNM_2014_WBCS_v01_M,survey
2188,BOL_2014_WBCS_v01_M,survey
2189,CIV_2014_WBCS_v01_M,survey
2190,CRI_2014_WBCS_v01_M,survey
2191,MDV_2014_WBCS_v01_M,survey
2192,MEX_2014_WBCS_v01_M,survey
2193,MLI_2014_WBCS_v01_M,survey
2194,PER_2014_WBCS_v01_M,survey
2195,PNG_2014_WBCS_v01_M,survey
2196,SLV_2014_WBCS_v01_M,survey
2197,SWZ_2014_WBCS_v01_M,survey
2198,TLS_2014_WBCS_v01_M,survey
2199,UKR_2014_WBCS_v01_M,survey
2200,YEM_2014_WBCS_v01_M,survey
2201,MNG_2014_WBCS_v01_M,survey
2202,ALB_2014_WBCS_v01_M,survey
2203,HTI_2014_WBCS_v01_M,survey
2204,LAC_2014_WBCS_v01_M,survey
2205,SRB_2014_WBCS_v01_M,survey
2206,MMR_2014_WBCS_v01_M,survey
2207,KAZ_2014_WBCS_v01_M,survey
2208,MDA_2012_MICS_v01_M,survey
2209,LCA_2012_MICS_v01_M,survey
2210,NAM_2013_DHS_v01_M,survey
2211,PAK_2011_MICS-PUN_v01_M,survey
2212,URY_2014_WBCS_v01_M,survey
2213,ZWE_2014_WBCS_v01_M,survey
2214,JAM_2011_MICS_v01_M,survey
2215,GHA_2014_ES-INNOV_v01_M,survey
2216,COD_2014_ES-INNOV_v01_M,survey
2217,BGD_2013_ES-INNOV_v01_M,survey
2218,KAZ_2011_BOTACCT_v01_M,survey
2219,MDG_2011_ADEIE-R3_v01_M_v01_A_PUF,survey
2220,CZE_2013_ES_v01_M,survey
2222,YEM_2013_ES_v02_M,survey
2223,KHM_2012_ES_v01_M,survey
2224,KHM_2012_InS_v01_M,survey
2225,IND_2014_ES_v01_M,survey
2226,KEN_2013_STEP-HH_v02_M,survey
2227,DJI_2014_SSNNWIE-BL_v01_M_v01_A_PUF,survey
2228,DOM_2013_DHS_v01_M,survey
2229,DOM_2013_SDHS_v01_M,survey
2231,BRA_2006_SJBH_v01_M,survey
2232,TZA_2012_SHRSBIE-EL_v01_M_v01_A_PUF,survey
2233,SEN_2014_WBCS_v01_M,survey
2235,IDN_2010_EFEMHRE_v01_M,survey
2236,UGA_2014_WBCS_v01_M,survey
2237,TZA_2014_WBCS_v01_M,survey
2238,LBR_2014_WBCS_v01_M,survey
2239,TJK_2014_WBCS_v01_M,survey
2240,GNB_2014_WBCS_v01_M,survey
2241,TGO_2013_DHS_v01_M,survey
2244,BGD_2010_IFS_v01_M,survey
2245,SEN_2014_CDHS_v01_M,survey
2246,ZMB_2013_DHS_v01_M,survey
2247,ETH_2013_ESS_v03_M,survey
2248,MWI_2010-2013_IHPS_v01_M,survey
2249,GHA_2008_MGFERE_v01_M,survey
2250,GHA_2014_WBCS_v01_M,survey
2251,TZA_2010_KHDS_v01_M,survey
2252,TZA_2012_NPS-R3_v01_M,survey
2253,COD_2012_SLRC_v01_M,survey
2254,LKA_2012_SLRC_v01_M,survey
2255,PAK_2012_SLRC_v01_M,survey
2256,UGA_2013_SLRC_v01_M,survey
2257,NPL_2012_SLRC_v01_M,survey
2258,LSO_2014_WBCS_v01_M,survey
2259,BIH_2014_WBCS_v01_M,survey
2260,MDG_2014_WBCS_v01_M,survey
2261,BDI_2014_ES_v01_M,survey
2262,SEN_2014_ES_v01_M,survey
2263,MRT_2014_ES_v01_M,survey
2264,TUN_2013_ES_v02_M,survey
2265,SWE_2014_ES_v01_M,survey
2266,PAK_2013_ES-INNOV_v01_M,survey
2267,MKD_2014_WBCS_v01_M,survey
2268,MOZ_2014_WBCS_v01_M,survey
2269,EGY_2014_DHS_v01_M,survey
2270,BGR_2003_MTHS_v01_M,survey
2271,BGR_1995_IHS_v01_M,survey
2272,BGR_1997_IHS_v01_M,survey
2273,BGR_2007_MTHS_v01_M,survey
2274,ARM_2007_MCC-WMFT_v01_M,survey
2276,CPV_2011_MCC-WSHP_v01_M,survey
2277,SLV_2009_MCC-PBSI_v01_M,survey
2278,GEO_2008_MCC-AD_v01_M,survey
2279,GHA_2009_MCC-FR_v01_M,survey
2280,GHA_2008_MCC-CT_v01_M,survey
2281,GHA_2008_MCC-LSS_v01_M,survey
2282,HND_2008_MCC-FTD_v01_M,survey
2283,HND_2008_MCC-TFM_v01_M,survey
2284,LSO_2011_MCC-ES_v01_M,survey
2285,MWI_2009_MCC-CA_v01_M,survey
2286,MNG_2011_MCC-UPRPSHPS_v01_M,survey
2287,MNG_2012_MCC-EEP_v01_M,survey
2288,MNG_2012_MCC-PUR_v01_M,survey
2289,MNG_2010_MCC-PUR_v01_M,survey
2290,TZA_2014_EQUIPIE-BL_v03_M,survey
2291,SRB_2007_LSMS_v01_M,survey
2292,KAZ_1996_LSMS_v01_M_v01_A_PUF,survey
2293,MNG_2010_MCC-TVET_v01_M,survey
2294,MOZ_2011_MCC-RWS_v01_M,survey
2295,IND_2014_ISUSUIE-BL_v01_M,survey
2296,NIC_2007_MCC-RBDS_v01_M,survey
2297,NER_2013_MCC-NECS_v01_M,survey
2298,PHL_2012_MCC-KCCDG_v01_M,survey
2299,RWA_2011_MCC-TI_v01_M,survey
2300,TZA_2013_MCC-WS_v01_M,survey
2301,NPL_1995_LSS-I_v01_M,survey
2302,TZA_2012_MCC-MIA_v01_M,survey
2303,TZA_2011_MCC-ETDSRE_v01_M,survey
2304,TZA_2009_MCC-MTR_v01_M,survey
2305,VUT_2008_MCC-HDM_v01_M,survey
2306,VNM_2002_VHLSS_v01_M,survey
2307,MWI_2004_IHS-II_v01_M,survey
2308,ALB_2008_MCC-TPE_v01_M,survey
2309,ZMB_2009_MCC-TPE_v01_M,survey
2311,ALB_1996_EWS_v01_M,survey
2312,GEO_2007_MCC-SJR_v01_M,survey
2313,GHA_1987_GLSS_v02_M,survey
2314,GHA_1988_GLSS_v02_M,survey
2315,GHA_1991_GLSS_v02_M,survey
2316,JAM_1989_SLC1_v01_M,survey
2317,JAM_1988_SLC_v01_M,survey
2318,JAM_1989_SLC2_v01_M,survey
2319,GUY_1992_LSMS_v01_M,survey
2320,NIC_2010_MCC-RBF_v01_M,survey
2321,NIC_2007_MCC-T_v01_M,survey
2322,TZA_2013_MCC-KSP_v01_M,survey
2324,ARM_1996_HBS_v01_M,survey
2325,JAM_1990_SLC_v01_M,survey
2326,YEM_2013_DHS_v01_M,survey
2327,BGR_2001_IHS_v01_M,survey
2328,SEN_2014_SPA_v01_M,survey
2329,NGA_2011-2016_YouWiNIE_v02_M,survey
2331,GHA_1998_GLSS_v02_M,survey
2332,TUN_2012_UYS_v01_M_PUF,survey
2333,TUN_2012_RYS_v01_M_PUF,survey
2334,IRQ_2012_IHSES_v02_M,survey
2335,MWI_2014_MIS_v01_M,survey
2336,SRB_2014_MICS_v01_M,survey
2337,SRB_2014_MICS-RS_v01_M,survey
2338,MWI_2008_SIHRIE-R2_v01_M,survey
2339,MWI_2010_SIHRIE-R3_v01_M,survey
2340,JAM_1994_SLC_v01_M,survey
2341,JAM_1996_SLC_v01_M,survey
2342,JAM_1998_SLC_v01_M,survey
2343,JAM_1991_SLC_v01_M,survey
2344,JAM_1992_SLC_v01_M,survey
2345,JAM_2000_SLC_v01_M,survey
2346,PAN_2003_ENV_v01_M,survey
2347,NIC_2005_EMNV_v01_M,survey
2348,UKR_2012_MICS_v01_M,survey
2349,NIC_1993_EMNV_v01_M,survey
2350,VNM_2006_VHLSS_v01_M,survey
2351,BRB_2012_MICS_v01_M,survey
2352,NAM_2014_ES_v01_M,survey
2353,NAM_2014_ES-INNOV_v01_M,survey
2354,SDN_2014_ES_v01_M,survey
2355,SDN_2014_ES-INNOV_v01_M,survey
2356,SSD_2014_ES_v01_M,survey
2357,SSD_2014_ES-INNOV_v01_M,survey
2358,MWI_2014_ES_v01_M,survey
2359,MWI_2014_ES-INNOV_v01_M,survey
2360,MWI_2009-2014_ES-P_v01_M,survey
2361,NGA_2014_ES_v01_M,survey
2362,MAR_2013_ES_v01_M,survey
2363,PAK_2013_ES_v01_M,survey
2364,YEM_2010-2013_ES-P_v01_M,survey
2365,TZA_2006-2013_ES-P_v01_M,survey
2366,JAM_1993_SLC_v01_M,survey
2367,JAM_1995_SLC_v01_M,survey
2368,JAM_1997_SLC_v01_M,survey
2369,JAM_1999_SLC_v01_M,survey
2370,VNM_2004_VHLSS_v01_M,survey
2371,MNE_2013_MICS_v01_M,survey
2372,MNE_2013_MICS-RS_v01_M,survey
2373,GHA_2014_DHS_v01_M,survey
2374,AFG_2014_FINDEX_v01_M,survey
2375,AGO_2014_FINDEX_v01_M,survey
2376,ALB_2014_FINDEX_v01_M,survey
2377,ARE_2014_FINDEX_v01_M,survey
2378,ARG_2014_FINDEX_v01_M,survey
2379,ARM_2014_FINDEX_v01_M,survey
2380,AUS_2014_FINDEX_v01_M,survey
2381,AUT_2014_FINDEX_v01_M,survey
2382,AZE_2014_FINDEX_v01_M,survey
2383,BDI_2014_FINDEX_v01_M,survey
2384,BEL_2014_FINDEX_v01_M,survey
2385,BEN_2014_FINDEX_v01_M,survey
2386,BFA_2014_FINDEX_v01_M,survey
2387,BGD_2014_FINDEX_v01_M,survey
2388,BGR_2014_FINDEX_v01_M,survey
2389,BHR_2014_FINDEX_v01_M,survey
2390,BIH_2014_FINDEX_v01_M,survey
2391,BLR_2014_FINDEX_v01_M,survey
2392,BLZ_2014_FINDEX_v01_M,survey
2393,BOL_2014_FINDEX_v01_M,survey
2394,BRA_2014_FINDEX_v01_M,survey
2395,BTN_2014_FINDEX_v01_M,survey
2396,BWA_2014_FINDEX_v01_M,survey
2397,CAN_2014_FINDEX_v01_M,survey
2398,CHE_2014_FINDEX_v01_M,survey
2399,CHL_2014_FINDEX_v01_M,survey
2400,CHN_2014_FINDEX_v01_M,survey
2401,CIV_2014_FINDEX_v01_M,survey
2402,CMR_2014_FINDEX_v01_M,survey
2403,COD_2014_FINDEX_v01_M,survey
2404,COG_2014_FINDEX_v01_M,survey
2405,COL_2014_FINDEX_v01_M,survey
2406,CRI_2014_FINDEX_v01_M,survey
2407,CYP_2014_FINDEX_v01_M,survey
2408,CZE_2014_FINDEX_v01_M,survey
2409,DEU_2014_FINDEX_v01_M,survey
2410,DNK_2014_FINDEX_v01_M,survey
2411,DOM_2014_FINDEX_v01_M,survey
2412,DZA_2014_FINDEX_v01_M,survey
2413,ECU_2014_FINDEX_v01_M,survey
2414,EGY_2014_FINDEX_v01_M,survey
2415,ESP_2014_FINDEX_v01_M,survey
2416,EST_2014_FINDEX_v01_M,survey
2417,ETH_2014_FINDEX_v01_M,survey
2418,FIN_2014_FINDEX_v01_M,survey
2419,FRA_2014_FINDEX_v01_M,survey
2420,GAB_2014_FINDEX_v01_M,survey
2421,GBR_2014_FINDEX_v01_M,survey
2422,GEO_2014_FINDEX_v01_M,survey
2423,GHA_2014_FINDEX_v01_M,survey
2424,GIN_2014_FINDEX_v01_M,survey
2425,GRC_2014_FINDEX_v01_M,survey
2426,GTM_2014_FINDEX_v01_M,survey
2427,HKG_2014_FINDEX_v01_M,survey
2428,HND_2014_FINDEX_v01_M,survey
2429,HRV_2014_FINDEX_v01_M,survey
2430,HTI_2014_FINDEX_v01_M,survey
2431,HUN_2014_FINDEX_v01_M,survey
2432,IDN_2014_FINDEX_v01_M,survey
2433,IND_2014_FINDEX_v01_M,survey
2434,IRL_2014_FINDEX_v01_M,survey
2435,IRQ_2014_FINDEX_v01_M,survey
2436,ISR_2014_FINDEX_v01_M,survey
2437,ITA_2014_FINDEX_v01_M,survey
2438,JAM_2014_FINDEX_v01_M,survey
2439,JOR_2014_FINDEX_v01_M,survey
2440,JPN_2014_FINDEX_v01_M,survey
2441,KAZ_2014_FINDEX_v01_M,survey
2442,KEN_2014_FINDEX_v01_M,survey
2443,KGZ_2014_FINDEX_v01_M,survey
2444,KHM_2014_FINDEX_v01_M,survey
2445,KOR_2014_FINDEX_v01_M,survey
2446,KSV_2014_FINDEX_v01_M,survey
2447,KWT_2014_FINDEX_v01_M,survey
2448,LBN_2014_FINDEX_v01_M,survey
2449,LKA_2014_FINDEX_v01_M,survey
2450,LTU_2014_FINDEX_v01_M,survey
2451,LUX_2014_FINDEX_v01_M,survey
2452,LVA_2014_FINDEX_v01_M,survey
2453,MDA_2014_FINDEX_v01_M,survey
2454,MDG_2014_FINDEX_v01_M,survey
2455,MEX_2014_FINDEX_v01_M,survey
2456,MKD_2014_FINDEX_v01_M,survey
2457,MLI_2014_FINDEX_v01_M,survey
2458,MLT_2014_FINDEX_v01_M,survey
2459,MMR_2014_FINDEX_v01_M,survey
2460,MNE_2014_FINDEX_v01_M,survey
2461,MNG_2014_FINDEX_v01_M,survey
2462,MRT_2014_FINDEX_v01_M,survey
2463,MUS_2014_FINDEX_v01_M,survey
2464,MWI_2014_FINDEX_v01_M,survey
2465,MYS_2014_FINDEX_v01_M,survey
2466,NAM_2014_FINDEX_v01_M,survey
2467,NER_2014_FINDEX_v01_M,survey
2468,NGA_2014_FINDEX_v01_M,survey
2469,NIC_2014_FINDEX_v01_M,survey
2470,NLD_2014_FINDEX_v01_M,survey
2471,NOR_2014_FINDEX_v01_M,survey
2472,NPL_2014_FINDEX_v01_M,survey
2473,NZL_2014_FINDEX_v01_M,survey
2474,PAK_2014_FINDEX_v01_M,survey
2475,PAN_2014_FINDEX_v01_M,survey
2476,PER_2014_FINDEX_v01_M,survey
2477,PHL_2014_FINDEX_v01_M,survey
2478,POL_2014_FINDEX_v01_M,survey
2479,PRI_2014_FINDEX_v01_M,survey
2480,PRT_2014_FINDEX_v01_M,survey
2481,ROU_2014_FINDEX_v01_M,survey
2482,RUS_2014_FINDEX_v01_M,survey
2483,RWA_2014_FINDEX_v01_M,survey
2484,SAU_2014_FINDEX_v01_M,survey
2485,SDN_2014_FINDEX_v01_M,survey
2486,SEN_2014_FINDEX_v01_M,survey
2487,SGP_2014_FINDEX_v01_M,survey
2488,SLE_2014_FINDEX_v01_M,survey
2489,SLV_2014_FINDEX_v01_M,survey
2490,SOM_2014_FINDEX_v01_M,survey
2491,SRB_2014_FINDEX_v01_M,survey
2492,SVK_2014_FINDEX_v01_M,survey
2493,SVN_2014_FINDEX_v01_M,survey
2494,SWE_2014_FINDEX_v01_M,survey
2495,TCD_2014_FINDEX_v01_M,survey
2496,TGO_2014_FINDEX_v01_M,survey
2497,THA_2014_FINDEX_v01_M,survey
2498,TJK_2014_FINDEX_v01_M,survey
2499,TKM_2014_FINDEX_v01_M,survey
2500,TUN_2014_FINDEX_v01_M,survey
2501,TUR_2014_FINDEX_v01_M,survey
2502,TWN_2014_FINDEX_v01_M,survey
2503,TZA_2014_FINDEX_v01_M,survey
2504,UGA_2014_FINDEX_v01_M,survey
2505,UKR_2014_FINDEX_v01_M,survey
2506,URY_2014_FINDEX_v01_M,survey
2507,USA_2014_FINDEX_v01_M,survey
2508,UZB_2014_FINDEX_v01_M,survey
2509,VEN_2014_FINDEX_v01_M,survey
2510,VNM_2014_FINDEX_v01_M,survey
2511,WBG_2014_FINDEX_v01_M,survey
2512,WLD_2014_FINDEX_v01_M,survey
2513,YEM_2014_FINDEX_v01_M,survey
2514,ZAF_2014_FINDEX_v01_M,survey
2515,ZMB_2014_FINDEX_v01_M,survey
2516,ZWE_2014_FINDEX_v01_M,survey
2518,GHA_2010_LTFLIE-BL_v01_M,survey
2519,KHM_2014_DHS_v01_M,survey
2520,UGA_2014_MIS_v01_M,survey
2521,BFA_2014_MIS_v01_M,survey
